1376,1,0,0,0,1,1,0,1,1
0,1561,4,1,1,0,0,7,1,0
6,2,1369,5,2,0,3,8,1,2
2,1,13,1362,0,18,0,16,12,4
1,4,3,0,1339,0,6,2,1,9
4,2,1,2,3,1233,8,2,1,7
6,4,0,1,2,7,1353,0,2,0
2,3,7,0,9,0,0,1431,1,6
10,9,6,1,3,9,6,3,1311,7
4,7,1,3,23,4,1,15,2,1331
