1368,1,0,0,1,1,3,0,6,1
1,1548,7,5,1,3,1,6,1,2
10,1,1341,5,6,2,7,13,12,1
1,1,17,1369,0,14,1,13,9,3
4,3,2,0,1314,0,5,0,3,34
4,2,4,17,1,1207,12,2,7,7
8,3,1,0,4,6,1349,0,4,0
2,5,16,0,7,0,0,1414,1,14
3,2,6,14,3,11,5,0,1301,20
8,7,1,15,17,3,1,10,11,1318
