1342,0,3,2,3,9,11,2,7,2
0,1532,7,9,1,7,3,6,8,2
13,15,1255,22,16,5,23,16,27,6
10,6,35,1265,1,51,4,18,24,14
5,7,8,4,1253,0,16,6,11,55
11,4,10,44,8,1099,24,6,42,15
14,4,8,0,14,15,1311,0,8,1
3,7,15,4,9,1,0,1381,4,35
8,24,16,38,10,43,8,3,1197,18
7,11,3,23,34,16,2,36,9,1250
